pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.171277997364954,0.171277997364954,0.118287526124085,-0.597292162818071,-1.2871066713507,5,Tubb2b|Tuba1a|Agbl4|Thsd7b
