pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_INFECTIOUS_DISEASE,0.00651843621775431,0.0130368724355086,0.407017918923954,-0.774215208540265,-1.67987746262873,5,Actg1|Tubb2b|Tuba1a|Mgat4c
REACTOME_DEVELOPMENTAL_BIOLOGY,0.216637781629116,0.216637781629116,0.120985142145252,-0.550874735582267,-1.26264146349035,6,Actg1|Tubb2b|Tuba1a
