pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_NEURONAL_SYSTEM,0.63816604708798,0.63816604708798,0.0443293451680314,-0.38601904023804,-0.836447341336115,6,Tubb2b
