"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0099173","GO:0099173",1,"GO:0099173",6.4769901243579,252,"postsynapse organization","postsynapse organization",0.899125,1,0
"GO:0099645","GO:0099645",2,"GO:0099645",2.35081101744149,41,"neurotransmitter receptor localization to postsynaptic specialization membrane","neurotransmitter receptor localization to postsynaptic specialization membrane",0.7201875,0.26975,0
"GO:0099633","GO:0099633",2,"GO:0099645",2.35081101744149,41,"protein localization to postsynaptic specialization membrane","neurotransmitter receptor localization to postsynaptic specialization membrane",0.8084375,0.26975,1
"GO:1903539","GO:1903539",2,"GO:0099645",2.24522631536037,67,"protein localization to postsynaptic membrane","neurotransmitter receptor localization to postsynaptic specialization membrane",0.80825,0.27025,0.961
"GO:0062237","GO:0062237",2,"GO:0099645",2.20066136911345,68,"protein localization to postsynapse","neurotransmitter receptor localization to postsynaptic specialization membrane",0.8083125,0.27075,0.96
"GO:0007626","GO:0007626",3,"GO:0007626",2.07419274196149,273,"locomotory behavior","locomotory behavior",0.887625,0.536,0
"GO:0050807","GO:0050807",4,"GO:0050807",2.02710764019523,309,"regulation of synapse organization","regulation of synapse organization",0.7685625,0.482,0
"GO:0008344","GO:0008344",3,"GO:0007626",1.93794244486602,112,"adult locomotory behavior","locomotory behavior",0.8911875,0.536,0.928
"GO:0050803","GO:0050803",4,"GO:0050807",1.90207959276421,317,"regulation of synapse structure or activity","regulation of synapse organization",0.86925,0.481666666666667,0.995
"GO:0048813","GO:0048813",5,"GO:0048813",1.66152525961534,192,"dendrite morphogenesis","dendrite morphogenesis",0.812,0.6785,0
"GO:0001764","GO:0001764",6,"GO:0001764",1.60097361578477,206,"neuron migration","neuron migration",0.83575,0.5505,0
"GO:0098742","GO:0098742",7,"GO:0098742",1.56123914119907,211,"cell-cell adhesion via plasma-membrane adhesion molecules","cell-cell adhesion via plasma-membrane adhesion molecules",0.986125,1,0
"GO:2001222","GO:2001222",6,"GO:0001764",1.54186489119188,58,"regulation of neuron migration","neuron migration",0.8265,0.5505,0.899
"GO:0001964","GO:0001964",8,"GO:0001964",1.36397233067664,38,"startle response","startle response",0.941375,1,0
"GO:0031290","GO:0031290",5,"GO:0048813",1.35281636378072,22,"retinal ganglion cell axon guidance","dendrite morphogenesis",0.831375,0.6785,0.643
"GO:0042391","GO:0042391",4,"GO:0050807",1.30610779742942,491,"regulation of membrane potential","regulation of synapse organization",0.8951875,0.627,0.559
