"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0010976","GO:0010976",1,"GO:0010976",1.52283214644613,239,"positive regulation of neuron projection development","positive regulation of neuron projection development",0.9905,1,0
"GO:0046834","GO:0046834",2,"GO:0046834",1.36014347728853,11,"lipid phosphorylation","lipid phosphorylation",0.9905,1,0
