"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0097060","GO:0097060",1,"GO:0097060",17.4430161306395,514,"synaptic membrane","synaptic membrane",0.654888888888889,0.392,0
"GO:0098984","GO:0098984",2,"GO:0098984",11.7947283628672,448,"neuron to neuron synapse","neuron to neuron synapse",0.707814814814815,0.350333333333333,0
"GO:0032279","GO:0032279",2,"GO:0098984",11.3992309741468,407,"asymmetric synapse","neuron to neuron synapse",0.709259259259259,0.345333333333333,0.979
"GO:0099572","GO:0099572",3,"GO:0099572",11.0760690205035,436,"postsynaptic specialization","postsynaptic specialization",0.683888888888889,0.407,0
"GO:0014069","GO:0014069",2,"GO:0098984",10.9997292696345,384,"postsynaptic density","neuron to neuron synapse",0.652777777777778,0.348333333333333,0.97
"GO:0045211","GO:0045211",1,"GO:0097060",9.67938237817305,352,"postsynaptic membrane","synaptic membrane",0.632851851851852,0.406333333333333,0.938
"GO:0043209","GO:0043209",4,"GO:0043209",7.42692212192842,208,"myelin sheath","myelin sheath",0.997814814814815,1,0
"GO:0150034","GO:0150034",5,"GO:0150034",6.0012618213635,397,"distal axon","distal axon",0.867777777777778,0.4842,0
"GO:0042734","GO:0042734",1,"GO:0097060",5.66342233172192,238,"presynaptic membrane","synaptic membrane",0.674407407407407,0.423666666666667,0.886
"GO:0044309","GO:0044309",5,"GO:0150034",4.54470591643735,214,"neuron spine","distal axon",0.875259259259259,0.4518,0.613
"GO:0099634","GO:0099634",3,"GO:0099572",4.33928407220755,154,"postsynaptic specialization membrane","postsynaptic specialization",0.637851851851852,0.374333333333333,0.9
"GO:0043197","GO:0043197",5,"GO:0150034",4.13641469797719,208,"dendritic spine","distal axon",0.584111111111111,0.4538,0.609
"GO:0030426","GO:0030426",6,"GO:0030426",3.87884147552491,213,"growth cone","growth cone",0.836703703703704,0.5025,0
"GO:0098982","GO:0098982",7,"GO:0098982",3.80814174728647,135,"GABA-ergic synapse","GABA-ergic synapse",0.778555555555556,1,0
"GO:0030427","GO:0030427",6,"GO:0030426",3.63293944299156,221,"site of polarized growth","growth cone",0.961,0.5025,0.995
"GO:0098839","GO:0098839",3,"GO:0099572",3.23282000257046,114,"postsynaptic density membrane","postsynaptic specialization",0.614185185185185,0.381333333333333,0.879
"GO:0098685","GO:0098685",8,"GO:0098685",2.68174282803592,144,"Schaffer collateral - CA1 synapse","Schaffer collateral - CA1 synapse",0.775814814814815,1,0
"GO:0005938","GO:0005938",9,"GO:0005938",2.61590229613703,306,"cell cortex","cell cortex",0.886851851851852,0.573,0
"GO:0060076","GO:0060076",10,"GO:0060076",2.55967733298848,99,"excitatory synapse","excitatory synapse",0.786962962962963,1,0
"GO:0044304","GO:0044304",5,"GO:0150034",2.53815301566834,88,"main axon","distal axon",0.88337037037037,0.5194,0.744
"GO:0005751","GO:0005751",11,"GO:0005751",2.37169451726969,25,"mitochondrial respiratory chain complex IV","mitochondrial respiratory chain complex IV",0.905925925925926,0.5085,0
"GO:0045277","GO:0045277",11,"GO:0005751",1.93828487631192,28,"respiratory chain complex IV","mitochondrial respiratory chain complex IV",0.928851851851852,0.5085,0.983
"GO:0099738","GO:0099738",9,"GO:0005938",1.89865287790298,47,"cell cortex region","cell cortex",0.898444444444444,0.573,0.854
"GO:0070382","GO:0070382",12,"GO:0070382",1.68674886196187,281,"exocytic vesicle","exocytic vesicle",0.933111111111111,0.506,0
"GO:0008021","GO:0008021",12,"GO:0070382",1.68281290425377,259,"synaptic vesicle","exocytic vesicle",0.70562962962963,0.506,0.988
"GO:0044306","GO:0044306",5,"GO:0150034",1.64973831512461,224,"neuron projection terminus","distal axon",0.890518518518518,0.5344,0.613
"GO:0043204","GO:0043204",13,"GO:0043204",1.46607861057946,153,"perikaryon","perikaryon",0.975,1,0
