"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0030426","GO:0030426",1,"GO:0030426",10.8557665257122,213,"growth cone","growth cone",0.860606060606061,0.374666666666667,0
"GO:0150034","GO:0150034",2,"GO:0150034",10.6931578326243,397,"distal axon","distal axon",0.889151515151515,0.54125,0
"GO:0030427","GO:0030427",1,"GO:0030426",10.4495378494024,221,"site of polarized growth","growth cone",0.941181818181818,0.375666666666667,0.995
"GO:0097060","GO:0097060",3,"GO:0097060",8.87408577305394,514,"synaptic membrane","synaptic membrane",0.695787878787879,0.392,0
"GO:0042734","GO:0042734",3,"GO:0097060",7.55710538143699,238,"presynaptic membrane","synaptic membrane",0.706242424242424,0.423666666666667,0.886
"GO:0098984","GO:0098984",4,"GO:0098984",5.70628285181729,448,"neuron to neuron synapse","neuron to neuron synapse",0.774393939393939,0.350333333333333,0
"GO:0032279","GO:0032279",4,"GO:0098984",5.22849246586211,407,"asymmetric synapse","neuron to neuron synapse",0.776242424242424,0.345333333333333,0.979
"GO:0099572","GO:0099572",5,"GO:0099572",4.56625139000757,436,"postsynaptic specialization","postsynaptic specialization",0.754969696969697,0.55,0
"GO:0034702","GO:0034702",6,"GO:0034702",4.52575209292649,301,"monoatomic ion channel complex","monoatomic ion channel complex",0.793121212121212,0.219833333333333,0
"GO:0045211","GO:0045211",3,"GO:0097060",4.14373469231018,352,"postsynaptic membrane","synaptic membrane",0.681636363636364,0.406333333333333,0.938
"GO:0098685","GO:0098685",7,"GO:0098685",3.95858657205373,144,"Schaffer collateral - CA1 synapse","Schaffer collateral - CA1 synapse",0.817909090909091,1,0
"GO:0014069","GO:0014069",4,"GO:0098984",3.78482394528002,384,"postsynaptic density","neuron to neuron synapse",0.730181818181818,0.348333333333333,0.97
"GO:0031252","GO:0031252",8,"GO:0031252",3.63601640337246,415,"cell leading edge","cell leading edge",0.997484848484849,1,0
"GO:1990351","GO:1990351",6,"GO:0034702",3.36731483980373,421,"transporter complex","monoatomic ion channel complex",0.851424242424242,0.231666666666667,0.965
"GO:0034703","GO:0034703",6,"GO:0034702",3.23855284756976,194,"cation channel complex","monoatomic ion channel complex",0.795090909090909,0.2195,0.964
"GO:0016342","GO:0016342",9,"GO:0016342",3.02723260848157,32,"catenin complex","catenin complex",0.827484848484848,0.5555,0
"GO:0098982","GO:0098982",10,"GO:0098982",3.02388966240385,135,"GABA-ergic synapse","GABA-ergic synapse",0.820151515151515,1,0
"GO:1902495","GO:1902495",6,"GO:0034702",2.95454861434109,396,"transmembrane transporter complex","monoatomic ion channel complex",0.793181818181818,0.228833333333333,0.969
"GO:0099634","GO:0099634",5,"GO:0099572",2.89368259561635,154,"postsynaptic specialization membrane","postsynaptic specialization",0.691606060606061,0.55,0.9
"GO:0008076","GO:0008076",6,"GO:0034702",2.69446177045587,77,"voltage-gated potassium channel complex","monoatomic ion channel complex",0.781787878787879,0.2515,0.883
"GO:0043209","GO:0043209",11,"GO:0043209",2.63547975890036,208,"myelin sheath","myelin sheath",0.997818181818182,1,0
"GO:0016607","GO:0016607",12,"GO:0016607",2.44821835166323,369,"nuclear speck","nuclear speck",0.981878787878788,1,0
"GO:0019897","GO:0019897",9,"GO:0016342",2.31535320838029,147,"extrinsic component of plasma membrane","catenin complex",0.883666666666667,0.5555,0.889
"GO:0044306","GO:0044306",2,"GO:0150034",2.10390859857607,224,"neuron projection terminus","distal axon",0.911424242424242,0.5565,0.613
"GO:0044309","GO:0044309",2,"GO:0150034",2.07459981657016,214,"neuron spine","distal axon",0.898969696969697,0.45325,0.613
"GO:0034705","GO:0034705",6,"GO:0034702",1.9339118600223,91,"potassium channel complex","monoatomic ion channel complex",0.802848484848485,0.240333333333333,0.9
"GO:0005912","GO:0005912",13,"GO:0005912",1.72417366990101,154,"adherens junction","adherens junction",0.838090909090909,1,0
"GO:0043197","GO:0043197",2,"GO:0150034",1.70954431249627,208,"dendritic spine","distal axon",0.669484848484848,0.455,0.609
"GO:0048786","GO:0048786",14,"GO:0048786",1.61709838422921,121,"presynaptic active zone","presynaptic active zone",0.808545454545455,1,0
"GO:0044295","GO:0044295",1,"GO:0030426",1.42157130137495,48,"axonal growth cone","growth cone",0.874090909090909,0.413666666666667,0.881
"GO:0043204","GO:0043204",15,"GO:0043204",1.40260649025611,153,"perikaryon","perikaryon",0.979242424242424,1,0
"GO:0099501","GO:0099501",16,"GO:0099501",1.36924046585216,147,"exocytic vesicle membrane","exocytic vesicle membrane",0.893393939393939,0.501,0
"GO:0030672","GO:0030672",16,"GO:0099501",1.36924046585216,147,"synaptic vesicle membrane","exocytic vesicle membrane",0.730909090909091,0.501,0.998
