"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0043209","GO:0043209",1,"GO:0043209",8.51171252815955,208,"myelin sheath","myelin sheath",0.997857142857143,1,0
"GO:0150034","GO:0150034",2,"GO:0150034",6.16682288194539,397,"distal axon","distal axon",0.697357142857143,0.54125,0
"GO:0030426","GO:0030426",3,"GO:0030426",4.42363691058473,213,"growth cone","growth cone",0.639857142857143,0.5025,0
"GO:0030427","GO:0030427",3,"GO:0030426",4.30312470825055,221,"site of polarized growth","growth cone",0.926928571428571,0.5025,0.995
"GO:0005874","GO:0005874",4,"GO:0005874",2.75999561357402,467,"microtubule","microtubule",0.9675,1,0
"GO:0043197","GO:0043197",2,"GO:0150034",2.37873511411867,208,"dendritic spine","distal axon",0.574428571428572,0.455,0.609
"GO:0044309","GO:0044309",2,"GO:0150034",2.29744523903127,214,"neuron spine","distal axon",0.703,0.45325,0.613
"GO:0097060","GO:0097060",5,"GO:0097060",2.16686090086646,514,"synaptic membrane","synaptic membrane",0.864928571428571,0.531,0
"GO:0030175","GO:0030175",6,"GO:0030175",2.01274083457974,100,"filopodium","filopodium",0.744285714285714,0.5415,0
"GO:0045211","GO:0045211",5,"GO:0097060",1.78427953391841,352,"postsynaptic membrane","synaptic membrane",0.834285714285714,0.531,0.938
"GO:0030027","GO:0030027",7,"GO:0030027",1.72748307833102,181,"lamellipodium","lamellipodium",0.768785714285714,1,0
"GO:0099571","GO:0099571",8,"GO:0099571",1.64304751371789,23,"postsynaptic cytoskeleton","postsynaptic cytoskeleton",0.853,1,0
"GO:0098858","GO:0098858",6,"GO:0030175",1.37734935054668,234,"actin-based cell projection","filopodium",0.727714285714286,0.5415,0.917
"GO:0044306","GO:0044306",2,"GO:0150034",1.33175569071377,224,"neuron projection terminus","distal axon",0.732357142857143,0.5565,0.613
