"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0097060","GO:0097060",1,"GO:0097060",7.64964614156378,514,"synaptic membrane","synaptic membrane",0.571181818181818,0.392,0
"GO:0045211","GO:0045211",1,"GO:0097060",5.60774817390222,352,"postsynaptic membrane","synaptic membrane",0.555818181818182,0.406333333333333,0.938
"GO:0042734","GO:0042734",1,"GO:0097060",5.21550251722997,238,"presynaptic membrane","synaptic membrane",0.583454545454545,0.423666666666667,0.886
"GO:0032279","GO:0032279",2,"GO:0032279",4.88581566077782,407,"asymmetric synapse","asymmetric synapse",0.688136363636364,0.345333333333333,0
"GO:0099572","GO:0099572",3,"GO:0099572",4.59954332640974,436,"postsynaptic specialization","postsynaptic specialization",0.676409090909091,0.407,0
"GO:0098984","GO:0098984",2,"GO:0032279",4.43683204735114,448,"neuron to neuron synapse","asymmetric synapse",0.687,0.350333333333333,0.979
"GO:0014069","GO:0014069",2,"GO:0032279",4.18892679777919,384,"postsynaptic density","asymmetric synapse",0.6375,0.348333333333333,0.985
"GO:0098839","GO:0098839",3,"GO:0099572",2.84776035418131,114,"postsynaptic density membrane","postsynaptic specialization",0.535545454545455,0.381333333333333,0.879
"GO:0043679","GO:0043679",4,"GO:0043679",2.65704544369137,202,"axon terminus","axon terminus",0.603318181818182,0.358666666666667,0
"GO:0034702","GO:0034702",5,"GO:0034702",2.49367629645652,301,"monoatomic ion channel complex","monoatomic ion channel complex",0.791545454545455,0.2755,0
"GO:0150034","GO:0150034",4,"GO:0043679",2.35232757754674,397,"distal axon","axon terminus",0.873545454545455,0.484,0.935
"GO:0044306","GO:0044306",4,"GO:0043679",2.3439764573833,224,"neuron projection terminus","axon terminus",0.879590909090909,0.466,0.989
"GO:0099634","GO:0099634",3,"GO:0099572",2.1515456523404,154,"postsynaptic specialization membrane","postsynaptic specialization",0.564863636363636,0.374333333333333,0.9
"GO:0030673","GO:0030673",6,"GO:0030673",1.82666910127125,20,"axolemma","axolemma",0.695181818181818,0.448,0
"GO:0034703","GO:0034703",5,"GO:0034702",1.79394095575302,194,"cation channel complex","monoatomic ion channel complex",0.796681818181818,0.2915,0.964
"GO:1902495","GO:1902495",5,"GO:0034702",1.75255922575454,396,"transmembrane transporter complex","monoatomic ion channel complex",0.789818181818182,0.27625,0.969
"GO:0048786","GO:0048786",7,"GO:0048786",1.60781165537156,121,"presynaptic active zone","presynaptic active zone",0.7505,1,0
"GO:1990351","GO:1990351",5,"GO:0034702",1.56166697972399,421,"transporter complex","monoatomic ion channel complex",0.868772727272727,0.27825,0.965
"GO:0032589","GO:0032589",6,"GO:0030673",1.42576120016566,71,"neuron projection membrane","axolemma",0.677636363636364,0.417,0.903
"GO:0030315","GO:0030315",8,"GO:0030315",1.40151941205803,72,"T-tubule","T-tubule",0.874590909090909,1,0
"GO:0098982","GO:0098982",9,"GO:0098982",1.37920607837877,135,"GABA-ergic synapse","GABA-ergic synapse",0.769090909090909,1,0
"GO:0031252","GO:0031252",6,"GO:0030673",1.33990457058535,415,"cell leading edge","axolemma",0.925,0.467,0.753
