"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0043209","GO:0043209",1,"GO:0043209",13.7743282824132,208,"myelin sheath","myelin sheath",0.997875,1,0
"GO:0014069","GO:0014069",2,"GO:0014069",12.809771740399,384,"postsynaptic density","postsynaptic density",0.6785625,0.348333333333333,0
"GO:0099572","GO:0099572",3,"GO:0099572",12.7986864567883,436,"postsynaptic specialization","postsynaptic specialization",0.70434375,0.407,0
"GO:0032279","GO:0032279",2,"GO:0014069",12.4969411641872,407,"asymmetric synapse","postsynaptic density",0.7258125,0.345333333333333,0.985
"GO:0098984","GO:0098984",2,"GO:0014069",11.5455992361384,448,"neuron to neuron synapse","postsynaptic density",0.7241875,0.350333333333333,0.97
"GO:0150034","GO:0150034",4,"GO:0150034",6.38745594727687,397,"distal axon","distal axon",0.9304375,0.592666666666667,0
"GO:0097060","GO:0097060",5,"GO:0097060",6.16907597892894,514,"synaptic membrane","synaptic membrane",0.64278125,0.392,0
"GO:0030426","GO:0030426",6,"GO:0030426",5.68273849450067,213,"growth cone","growth cone",0.90184375,0.5025,0
"GO:0030427","GO:0030427",6,"GO:0030426",5.39058614895084,221,"site of polarized growth","growth cone",0.96684375,0.5025,0.995
"GO:0034702","GO:0034702",7,"GO:0034702",5.10121812462895,301,"monoatomic ion channel complex","monoatomic ion channel complex",0.7676875,0.245,0
"GO:0044309","GO:0044309",4,"GO:0150034",5.06035914295118,214,"neuron spine","distal axon",0.92990625,0.465,0.613
"GO:1902495","GO:1902495",7,"GO:0034702",5.00531209794501,396,"transmembrane transporter complex","monoatomic ion channel complex",0.7659375,0.2506,0.969
"GO:0005751","GO:0005751",8,"GO:0005751",4.99276886862916,25,"mitochondrial respiratory chain complex IV","mitochondrial respiratory chain complex IV",0.7875,0.354333333333333,0
"GO:1990351","GO:1990351",7,"GO:0034702",4.88336505729148,421,"transporter complex","monoatomic ion channel complex",0.8449375,0.2532,0.965
"GO:0045277","GO:0045277",8,"GO:0005751",4.35938155567215,28,"respiratory chain complex IV","mitochondrial respiratory chain complex IV",0.8024375,0.348666666666667,0.983
"GO:0042734","GO:0042734",5,"GO:0097060",4.26189262099742,238,"presynaptic membrane","synaptic membrane",0.6516875,0.423666666666667,0.886
"GO:0099634","GO:0099634",3,"GO:0099572",4.22506781242727,154,"postsynaptic specialization membrane","postsynaptic specialization",0.63884375,0.374333333333333,0.9
"GO:0043197","GO:0043197",4,"GO:0150034",4.01250760928778,208,"dendritic spine","distal axon",0.65753125,0.466333333333333,0.609
"GO:0070069","GO:0070069",8,"GO:0005751",4.00370056311495,41,"cytochrome complex","mitochondrial respiratory chain complex IV",0.8855,0.358333333333333,0.954
"GO:0048786","GO:0048786",9,"GO:0048786",3.66860107548457,121,"presynaptic active zone","presynaptic active zone",0.75784375,0.447,0
"GO:0098685","GO:0098685",10,"GO:0098685",3.24807347894724,144,"Schaffer collateral - CA1 synapse","Schaffer collateral - CA1 synapse",0.784125,1,0
"GO:0098839","GO:0098839",3,"GO:0099572",3.13700924210237,114,"postsynaptic density membrane","postsynaptic specialization",0.620125,0.381333333333333,0.879
"GO:0045211","GO:0045211",5,"GO:0097060",3.11111877549274,352,"postsynaptic membrane","synaptic membrane",0.627375,0.406333333333333,0.938
"GO:0034704","GO:0034704",7,"GO:0034702",2.73792032756217,68,"calcium channel complex","monoatomic ion channel complex",0.78915625,0.3028,0.877
"GO:0034703","GO:0034703",7,"GO:0034702",2.60256354146328,194,"cation channel complex","monoatomic ion channel complex",0.772,0.2512,0.964
"GO:0005911","GO:0005911",11,"GO:0005911",2.54740663299573,543,"cell-cell junction","cell-cell junction",0.78071875,1,0
"GO:0031594","GO:0031594",12,"GO:0031594",2.14057515138484,109,"neuromuscular junction","neuromuscular junction",0.79309375,1,0
"GO:0048787","GO:0048787",9,"GO:0048786",2.09764677963314,66,"presynaptic active zone membrane","presynaptic active zone",0.678,0.462,0.941
"GO:0008021","GO:0008021",9,"GO:0048786",1.57823650082109,259,"synaptic vesicle","presynaptic active zone",0.74259375,0.536333333333333,0.718
"GO:0031256","GO:0031256",13,"GO:0031256",1.56871591478765,159,"leading edge membrane","leading edge membrane",0.89415625,1,0
"GO:0043204","GO:0043204",14,"GO:0043204",1.38065417861002,153,"perikaryon","perikaryon",0.9786875,1,0
"GO:0098800","GO:0098800",15,"GO:0098800",1.30316451824246,154,"inner mitochondrial membrane protein complex","inner mitochondrial membrane protein complex",0.79953125,1,0
