"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0097060","GO:0097060",1,"GO:0097060",13.3348904953192,514,"synaptic membrane","synaptic membrane",0.685971428571429,0.392,0
"GO:0098984","GO:0098984",2,"GO:0098984",9.96247729858711,448,"neuron to neuron synapse","neuron to neuron synapse",0.742771428571429,0.30675,0
"GO:0042734","GO:0042734",1,"GO:0097060",9.23512450569071,238,"presynaptic membrane","synaptic membrane",0.692857142857143,0.423666666666667,0.886
"GO:0014069","GO:0014069",2,"GO:0098984",9.14195233954334,384,"postsynaptic density","neuron to neuron synapse",0.700571428571429,0.30925,0.97
"GO:0099572","GO:0099572",3,"GO:0099572",8.74446377257852,436,"postsynaptic specialization","postsynaptic specialization",0.734857142857143,0.407,0
"GO:0032279","GO:0032279",2,"GO:0098984",8.56018265268815,407,"asymmetric synapse","neuron to neuron synapse",0.744314285714286,0.3055,0.979
"GO:0045211","GO:0045211",1,"GO:0097060",7.56436783352846,352,"postsynaptic membrane","synaptic membrane",0.6784,0.406333333333333,0.938
"GO:0150034","GO:0150034",4,"GO:0150034",7.49829719064603,397,"distal axon","distal axon",0.887914285714286,0.4765,0
"GO:1990351","GO:1990351",5,"GO:1990351",6.09673339718971,421,"transporter complex","transporter complex",0.868285714285714,0.231666666666667,0
"GO:1902495","GO:1902495",5,"GO:1990351",5.85425766017098,396,"transmembrane transporter complex","transporter complex",0.822114285714286,0.228833333333333,0.989
"GO:0034702","GO:0034702",5,"GO:1990351",4.52889947364607,301,"monoatomic ion channel complex","transporter complex",0.821685714285714,0.219833333333333,0.965
"GO:0034703","GO:0034703",5,"GO:1990351",3.90839878387926,194,"cation channel complex","transporter complex",0.823057142857143,0.2195,0.933
"GO:0030426","GO:0030426",6,"GO:0030426",3.76149172522527,213,"growth cone","growth cone",0.861371428571429,0.374666666666667,0
"GO:0030427","GO:0030427",6,"GO:0030426",3.59051182176854,221,"site of polarized growth","growth cone",0.944428571428571,0.375666666666667,0.995
"GO:0042383","GO:0042383",7,"GO:0042383",3.49820039115121,170,"sarcolemma","sarcolemma",0.906857142857143,1,0
"GO:0097470","GO:0097470",8,"GO:0097470",3.30661554067741,29,"ribbon synapse","ribbon synapse",0.8332,1,0
"GO:0048786","GO:0048786",9,"GO:0048786",3.05948728281531,121,"presynaptic active zone","presynaptic active zone",0.783342857142857,0.5295,0
"GO:0044306","GO:0044306",4,"GO:0150034",3.03662163226911,224,"neuron projection terminus","distal axon",0.906342857142857,0.469,0.613
"GO:0030018","GO:0030018",10,"GO:0030018",2.92801802559456,133,"Z disc","Z disc",0.881457142857143,0.2462,0
"GO:0030017","GO:0030017",10,"GO:0030018",2.8850082231591,202,"sarcomere","Z disc",0.878685714285714,0.2314,0.944
"GO:0043209","GO:0043209",11,"GO:0043209",2.67031073199292,208,"myelin sheath","myelin sheath",0.997857142857143,1,0
"GO:0031674","GO:0031674",10,"GO:0030018",2.5914991084187,147,"I band","Z disc",0.880342857142857,0.2394,0.987
"GO:0034705","GO:0034705",5,"GO:1990351",2.57800030451081,91,"potassium channel complex","transporter complex",0.829485714285714,0.240333333333333,0.87
"GO:0030016","GO:0030016",10,"GO:0030018",2.38134792121667,228,"myofibril","Z disc",0.879028571428571,0.2358,0.922
"GO:0048787","GO:0048787",9,"GO:0048786",2.30624666178684,66,"presynaptic active zone membrane","presynaptic active zone",0.715228571428571,0.5295,0.941
"GO:0098839","GO:0098839",3,"GO:0099572",2.30235878374532,114,"postsynaptic density membrane","postsynaptic specialization",0.648828571428571,0.381333333333333,0.879
"GO:0043292","GO:0043292",10,"GO:0030018",2.15426476133803,241,"contractile fiber","Z disc",0.879371428571429,0.2396,0.916
"GO:0008076","GO:0008076",5,"GO:1990351",2.12838348911938,77,"voltage-gated potassium channel complex","transporter complex",0.805285714285714,0.2515,0.853
"GO:0099634","GO:0099634",3,"GO:0099572",2.10748173320393,154,"postsynaptic specialization membrane","postsynaptic specialization",0.675742857142857,0.374333333333333,0.9
"GO:0043679","GO:0043679",4,"GO:0150034",2.03548796163532,202,"axon terminus","distal axon",0.668114285714286,0.38975,0.935
"GO:0043198","GO:0043198",4,"GO:0150034",2.00288951376061,71,"dendritic shaft","distal axon",0.925114285714286,0.60375,0.546
"GO:0044295","GO:0044295",6,"GO:0030426",1.98125720937202,48,"axonal growth cone","growth cone",0.874742857142857,0.413666666666667,0.881
"GO:0098685","GO:0098685",12,"GO:0098685",1.54774135571282,144,"Schaffer collateral - CA1 synapse","Schaffer collateral - CA1 synapse",0.807457142857143,1,0
"GO:0014704","GO:0014704",13,"GO:0014704",1.38488767522436,67,"intercalated disc","intercalated disc",0.8388,1,0
"GO:0098686","GO:0098686",2,"GO:0098984",1.38488767522436,61,"hippocampal mossy fiber to CA3 synapse","neuron to neuron synapse",0.780171428571429,0.3885,0.824
