"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0098984","GO:0098984",1,"GO:0098984",28.6801845476025,448,"neuron to neuron synapse","neuron to neuron synapse",0.810220338983051,0.350333333333333,0
"GO:0099572","GO:0099572",2,"GO:0099572",27.8970438170818,436,"postsynaptic specialization","postsynaptic specialization",0.797813559322034,0.407,0
"GO:0097060","GO:0097060",3,"GO:0097060",27.6244853127495,514,"synaptic membrane","synaptic membrane",0.672016949152542,0.368,0
"GO:0032279","GO:0032279",1,"GO:0098984",26.8904126476014,407,"asymmetric synapse","neuron to neuron synapse",0.811627118644068,0.345333333333333,0.979
"GO:0014069","GO:0014069",1,"GO:0098984",26.6469576050153,384,"postsynaptic density","neuron to neuron synapse",0.784305084745763,0.348333333333333,0.97
"GO:0045211","GO:0045211",3,"GO:0097060",24.4381905397107,352,"postsynaptic membrane","synaptic membrane",0.66971186440678,0.3875,0.938
"GO:0150034","GO:0150034",4,"GO:0150034",20.5635162265368,397,"distal axon","distal axon",0.827,0.528666666666667,0
"GO:0034702","GO:0034702",5,"GO:0034702",15.0771760964752,301,"monoatomic ion channel complex","monoatomic ion channel complex",0.785016949152542,0.201625,0
"GO:0099634","GO:0099634",2,"GO:0099572",14.9846614634075,154,"postsynaptic specialization membrane","postsynaptic specialization",0.680796610169492,0.374333333333333,0.9
"GO:0030426","GO:0030426",6,"GO:0030426",14.0843864628821,213,"growth cone","growth cone",0.816915254237288,0.374666666666667,0
"GO:0030427","GO:0030427",6,"GO:0030426",13.6230455588331,221,"site of polarized growth","growth cone",0.966186440677966,0.375666666666667,0.995
"GO:0098839","GO:0098839",2,"GO:0099572",13.4139902055985,114,"postsynaptic density membrane","postsynaptic specialization",0.673203389830509,0.381333333333333,0.879
"GO:0042734","GO:0042734",3,"GO:0097060",12.8146831123864,238,"presynaptic membrane","synaptic membrane",0.679932203389831,0.409,0.886
"GO:1902495","GO:1902495",5,"GO:0034702",12.0389803014029,396,"transmembrane transporter complex","monoatomic ion channel complex",0.785796610169492,0.214625,0.969
"GO:1990351","GO:1990351",5,"GO:0034702",11.0684642601645,421,"transporter complex","monoatomic ion channel complex",0.849271186440678,0.218,0.965
"GO:0008328","GO:0008328",7,"GO:0008328",10.9580103022501,44,"ionotropic glutamate receptor complex","ionotropic glutamate receptor complex",0.751881355932203,0.2656,0
"GO:0098878","GO:0098878",7,"GO:0008328",10.7784625407961,46,"neurotransmitter receptor complex","ionotropic glutamate receptor complex",0.784220338983051,0.265,0.997
"GO:0044306","GO:0044306",8,"GO:0044306",10.0404098868352,224,"neuron projection terminus","neuron projection terminus",0.848491525423729,0.3866,0
"GO:0044309","GO:0044309",8,"GO:0044306",9.20188725351243,214,"neuron spine","neuron projection terminus",0.855016949152542,0.4628,0.582
"GO:0043679","GO:0043679",8,"GO:0044306",8.8877966169179,202,"axon terminus","neuron projection terminus",0.671491525423729,0.3868,0.989
"GO:0034703","GO:0034703",5,"GO:0034702",8.77190886463678,194,"cation channel complex","monoatomic ion channel complex",0.787016949152542,0.19325,0.964
"GO:0043197","GO:0043197",8,"GO:0044306",8.74659927208964,208,"dendritic spine","neuron projection terminus",0.678593220338983,0.4644,0.579
"GO:0048786","GO:0048786",9,"GO:0048786",8.21395183018164,121,"presynaptic active zone","presynaptic active zone",0.824610169491525,0.5295,0
"GO:0098982","GO:0098982",10,"GO:0098982",8.11296897647552,135,"GABA-ergic synapse","GABA-ergic synapse",0.848016949152542,1,0
"GO:0043204","GO:0043204",11,"GO:0043204",7.53036800878992,153,"perikaryon","perikaryon",0.959593220338983,0.635333333333333,0
"GO:0031252","GO:0031252",12,"GO:0031252",7.49056066508549,415,"cell leading edge","cell leading edge",0.941389830508475,0.3352,0
"GO:0043198","GO:0043198",11,"GO:0043204",7.47613934999545,71,"dendritic shaft","perikaryon",0.857881355932203,0.618333333333333,0.563
"GO:0043195","GO:0043195",8,"GO:0044306",7.00559603187745,93,"terminal bouton","neuron projection terminus",0.693762711864407,0.4178,0.917
"GO:0031256","GO:0031256",12,"GO:0031252",6.82388626703858,159,"leading edge membrane","cell leading edge",0.829830508474576,0.278,0.901
"GO:0034705","GO:0034705",5,"GO:0034702",6.55240868523275,91,"potassium channel complex","monoatomic ion channel complex",0.797152542372881,0.2215,0.9
"GO:0044304","GO:0044304",4,"GO:0150034",6.22277288545315,88,"main axon","distal axon",0.841135593220339,0.449333333333333,0.744
"GO:0060076","GO:0060076",13,"GO:0060076",6.08061535464517,99,"excitatory synapse","excitatory synapse",0.853847457627119,1,0
"GO:0044295","GO:0044295",6,"GO:0030426",5.56947432955278,48,"axonal growth cone","growth cone",0.835915254237288,0.413666666666667,0.881
"GO:0043194","GO:0043194",4,"GO:0150034",4.70131829206832,29,"axon initial segment","distal axon",0.854033898305085,0.474,0.67
"GO:0032589","GO:0032589",12,"GO:0031252",4.61134488296013,71,"neuron projection membrane","cell leading edge",0.698677966101695,0.2664,0.846
"GO:0032281","GO:0032281",7,"GO:0008328",4.5508397504291,29,"AMPA glutamate receptor complex","ionotropic glutamate receptor complex",0.761050847457627,0.2872,0.963
"GO:0005911","GO:0005911",14,"GO:0005911",4.49565204715628,543,"cell-cell junction","cell-cell junction",0.836203389830508,0.5755,0
"GO:0098685","GO:0098685",15,"GO:0098685",4.34601030279124,144,"Schaffer collateral - CA1 synapse","Schaffer collateral - CA1 synapse",0.846152542372881,1,0
"GO:0031253","GO:0031253",3,"GO:0097060",4.1179572301343,327,"cell projection membrane","synaptic membrane",0.72106779661017,0.498,0.704
"GO:0098802","GO:0098802",7,"GO:0008328",3.90613171833416,198,"plasma membrane signaling receptor complex","ionotropic glutamate receptor complex",0.768118644067797,0.2878,0.886
"GO:0008076","GO:0008076",5,"GO:0034702",3.84533741474441,77,"voltage-gated potassium channel complex","monoatomic ion channel complex",0.760338983050847,0.233375,0.883
"GO:0005874","GO:0005874",16,"GO:0005874",3.63244080925446,467,"microtubule","microtubule",0.977762711864407,0.719,0
"GO:0097440","GO:0097440",11,"GO:0043204",3.24540958900074,30,"apical dendrite","perikaryon",0.865508474576271,0.629,0.531
"GO:0048787","GO:0048787",9,"GO:0048786",3.23686255112392,66,"presynaptic active zone membrane","presynaptic active zone",0.707915254237288,0.5295,0.941
"GO:0031594","GO:0031594",17,"GO:0031594",3.19112923377472,109,"neuromuscular junction","neuromuscular junction",0.852525423728814,1,0
"GO:0042383","GO:0042383",18,"GO:0042383",2.90129088568372,170,"sarcolemma","sarcolemma",0.863101694915254,0.5405,0
"GO:0043235","GO:0043235",7,"GO:0008328",2.67800860396371,417,"receptor complex","ionotropic glutamate receptor complex",0.896694915254237,0.3236,0.826
"GO:0070382","GO:0070382",19,"GO:0070382",2.49019789764327,281,"exocytic vesicle","exocytic vesicle",0.969169491525424,0.506,0
"GO:0005938","GO:0005938",20,"GO:0005938",2.41289096643405,306,"cell cortex","cell cortex",0.88871186440678,1,0
"GO:0030673","GO:0030673",12,"GO:0031252",2.22016827960064,20,"axolemma","cell leading edge",0.703593220338983,0.3224,0.753
"GO:0005912","GO:0005912",14,"GO:0005911",2.03549279466949,154,"adherens junction","cell-cell junction",0.855830508474576,0.5755,0.849
"GO:0008021","GO:0008021",19,"GO:0070382",1.96654010258471,259,"synaptic vesicle","exocytic vesicle",0.795,0.506,0.988
"GO:0030315","GO:0030315",18,"GO:0042383",1.95136547144672,72,"T-tubule","sarcolemma",0.87264406779661,0.5405,0.919
"GO:0015629","GO:0015629",16,"GO:0005874",1.89995849800003,507,"actin cytoskeleton","microtubule",0.977305084745763,0.719,0.562
"GO:0043209","GO:0043209",21,"GO:0043209",1.84813200153272,208,"myelin sheath","myelin sheath",0.997881355932203,1,0
"GO:0032590","GO:0032590",12,"GO:0031252",1.62907889383707,50,"dendrite membrane","cell leading edge",0.688559322033898,0.2788,0.824
"GO:0034706","GO:0034706",5,"GO:0034702",1.40993724959138,28,"sodium channel complex","monoatomic ion channel complex",0.813067796610169,0.28725,0.829
"GO:0034704","GO:0034704",5,"GO:0034702",1.38415805047664,68,"calcium channel complex","monoatomic ion channel complex",0.803593220338983,0.252375,0.877
"GO:0019897","GO:0019897",22,"GO:0019897",1.35570744631185,147,"extrinsic component of plasma membrane","extrinsic component of plasma membrane",0.875661016949153,1,0
